X;Y;Vtx;Vrx;Gain;;
0;0;3,588353931;3,189647938;0,888888889;;
0;1;3,588353931;3,189647938;0,888888889;;
0;2;3,588353931;3,189647938;0,888888889;;
0;3;3,588353931;3,189647938;0,888888889;;
0;4;3,588353931;3,189647938;0,888888889;;
0;5;3,588353931;3,189647938;0,888888889;;
0;6;3,588353931;3,189647938;0,888888889;;
0;7;3,588353931;3,189647938;0,888888889;;
0;8;3,588353931;3,189647938;0,888888889;;
0;9;3,588353931;3,189647938;0,888888889;;
0;10;3,588353931;3,189647938;0,888888889;;
0;11;3,588353931;3,189647938;0,888888889;;
0;12;3,588353931;3,167497605;0,882716049;;
0;13;3,588353931;3,189647938;0,888888889;;
0;14;3,588353931;3,167497605;0,882716049;;
0;15;3,588353931;3,189647938;0,888888889;;
0;16;3,588353931;3,189647938;0,888888889;;
0;17;3,588353931;3,189647938;0,888888889;;
0;18;3,588353931;3,167497605;0,882716049;;
1;0;3,588353931;3,256098937;0,907407407;;
1;1;3,588353931;3,256098937;0,907407407;;
1;2;3,588353931;3,256098937;0,907407407;;
1;3;3,588353931;3,256098937;0,907407407;;
1;4;3,588353931;3,256098937;0,907407407;;
1;5;3,588353931;3,256098937;0,907407407;;
1;6;3,588353931;3,256098937;0,907407407;;
1;7;3,588353931;3,256098937;0,907407407;;
1;8;3,588353931;3,233948604;0,901234568;;
1;9;3,588353931;3,256098937;0,907407407;;
1;10;3,588353931;3,256098937;0,907407407;;
1;11;3,588353931;3,189647938;0,888888889;;
1;12;3,588353931;3,233948604;0,901234568;;
1;13;3,588353931;3,256098937;0,907407407;;
1;14;3,588353931;3,256098937;0,907407407;;
1;15;3,588353931;3,256098937;0,907407407;;
1;16;3,588353931;3,256098937;0,907407407;;
1;17;3,588353931;3,256098937;0,907407407;; 
1;18;3,588353931;3,233948604;0,901234568;;
2;0;3,588353931;3,256098937;0,907407407;;
2;1;3,588353931;3,256098937;0,907407407;;
2;2;3,588353931;3,256098937;0,907407407;;
2;3;3,588353931;3,256098937;0,907407407;;
2;4;3,588353931;3,256098937;0,907407407;;
2;5;3,588353931;3,256098937;0,907407407;;
2;6;3,588353931;3,256098937;0,907407407;;
2;7;3,588353931;3,256098937;0,907407407;;
2;8;3,588353931;3,256098937;0,907407407;;
2;9;3,588353931;3,256098937;0,907407407;;
2;10;3,588353931;3,256098937;0,907407407;;
2;11;3,588353931;3,256098937;0,907407407;;
2;12;3,588353931;3,27824927;0,913580247;;
2;13;3,588353931;3,256098937;0,907407407;;
2;14;3,588353931;3,256098937;0,907407407;;
2;15;3,588353931;3,256098937;0,907407407;;
2;16;3,588353931;3,256098937;0,907407407;;
2;17;3,588353931;3,256098937;0,907407407;;
2;18;3,588353931;3,256098937;0,907407407;;
3;0;3,588353931;3,256098937;0,907407407;;
3;1;3,588353931;3,256098937;0,907407407;;
3;2;3,588353931;3,256098937;0,907407407;;
3;3;3,588353931;3,256098937;0,907407407;;
3;4;3,588353931;3,256098937;0,907407407;;
3;5;3,588353931;3,256098937;0,907407407;;
3;6;3,588353931;3,256098937;0,907407407;;
3;7;3,588353931;3,256098937;0,907407407;;
3;8;3,588353931;3,256098937;0,907407407;;
3;9;3,588353931;3,256098937;0,907407407;;
3;10;3,588353931;3,256098937;0,907407407;;
3;11;3,588353931;3,256098937;0,907407407;;
3;12;3,588353931;3,256098937;0,907407407;;
3;13;3,588353931;3,256098937;0,907407407;;
3;14;3,588353931;3,256098937;0,907407407;;
3;15;3,588353931;3,256098937;0,907407407;;
3;16;3,588353931;3,256098937;0,907407407;;
3;17;3,588353931;3,256098937;0,907407407;;
3;18;3,588353931;3,256098937;0,907407407;;
4;0;3,588353931;3,256098937;0,907407407;;
4;1;3,588353931;3,256098937;0,907407407;;
4;2;3,588353931;3,256098937;0,907407407;;
4;3;3,588353931;3,256098937;0,907407407;;
4;4;3,588353931;3,256098937;0,907407407;;
4;5;3,588353931;3,256098937;0,907407407;;
4;6;3,588353931;3,256098937;0,907407407;;
4;7;3,588353931;3,256098937;0,907407407;;
4;8;3,588353931;3,256098937;0,907407407;;
4;9;3,588353931;3,256098937;0,907407407;;
4;10;3,588353931;3,256098937;0,907407407;;
4;11;3,588353931;3,256098937;0,907407407;;
4;12;3,588353931;3,256098937;0,907407407;;
4;13;3,588353931;3,256098937;0,907407407;;
4;14;3,588353931;3,27824927;0,913580247;;
4;15;3,588353931;3,256098937;0,907407407;;
4;16;3,588353931;3,256098937;0,907407407;;
4;17;3,588353931;3,256098937;0,907407407;;
4;18;3,588353931;3,256098937;0,907407407;;
5;0;3,588353931;3,256098937;0,907407407;;
5;1;3,588353931;3,256098937;0,907407407;;
5;2;3,588353931;3,256098937;0,907407407;;
5;3;3,588353931;3,256098937;0,907407407;;
5;4;3,588353931;3,256098937;0,907407407;;
5;5;3,588353931;3,256098937;0,907407407;;
5;6;3,588353931;3,256098937;0,907407407;;
5;7;3,588353931;3,256098937;0,907407407;;
5;8;3,588353931;3,256098937;0,907407407;;
5;9;3,588353931;3,256098937;0,907407407;;
5;10;3,588353931;3,256098937;0,907407407;;
5;11;3,588353931;3,27824927;0,913580247;;
5;12;3,588353931;3,256098937;0,907407407;;
5;13;3,588353931;3,256098937;0,907407407;;
5;14;3,588353931;3,256098937;0,907407407;;
5;15;3,588353931;3,256098937;0,907407407;;
5;16;3,588353931;3,256098937;0,907407407;;
5;17;3,588353931;3,256098937;0,907407407;;
5;18;3,588353931;3,256098937;0,907407407;;
6;0;3,588353931;3,256098937;0,907407407;;
6;1;3,588353931;3,256098937;0,907407407;;
6;2;3,588353931;3,256098937;0,907407407;;
6;3;3,588353931;3,256098937;0,907407407;;
6;4;3,588353931;3,256098937;0,907407407;;
6;5;3,588353931;3,256098937;0,907407407;;
6;6;3,588353931;3,256098937;0,907407407;;
6;7;3,588353931;3,256098937;0,907407407;;
6;8;3,588353931;3,256098937;0,907407407;;
6;9;3,588353931;3,256098937;0,907407407;;
6;10;3,588353931;3,256098937;0,907407407;;
6;11;3,588353931;3,256098937;0,907407407;;
6;12;3,588353931;3,256098937;0,907407407;;
6;13;3,588353931;3,256098937;0,907407407;;
6;14;3,588353931;3,256098937;0,907407407;;
6;15;3,588353931;3,256098937;0,907407407;;
6;16;3,588353931;3,256098937;0,907407407;;
6;17;3,588353931;3,256098937;0,907407407;;
6;18;3,588353931;3,256098937;0,907407407;;
7;0;3,588353931;3,256098937;0,907407407;;
7;1;3,588353931;3,256098937;0,907407407;;
7;2;3,588353931;3,256098937;0,907407407;;
7;3;3,588353931;3,256098937;0,907407407;;
7;4;3,588353931;3,256098937;0,907407407;;
7;5;3,588353931;3,256098937;0,907407407;;
7;6;3,588353931;3,256098937;0,907407407;;
7;7;3,588353931;3,256098937;0,907407407;;
7;8;3,588353931;3,256098937;0,907407407;;
7;9;3,588353931;3,256098937;0,907407407;;
7;10;3,588353931;3,256098937;0,907407407;;
7;11;3,588353931;3,256098937;0,907407407;;
7;12;3,588353931;3,256098937;0,907407407;;
7;13;3,588353931;3,256098937;0,907407407;;
7;14;3,588353931;3,256098937;0,907407407;;
7;15;3,588353931;3,256098937;0,907407407;;
7;16;3,588353931;3,256098937;0,907407407;;
7;17;3,588353931;3,256098937;0,907407407;;
7;18;3,588353931;3,256098937;0,907407407;;
8;0;3,588353931;3,256098937;0,907407407;;
8;1;3,588353931;3,256098937;0,907407407;;
8;2;3,588353931;3,256098937;0,907407407;;
8;3;3,588353931;3,256098937;0,907407407;;
8;4;3,588353931;3,256098937;0,907407407;;
8;5;3,588353931;3,256098937;0,907407407;;
8;6;3,588353931;3,256098937;0,907407407;;
8;7;3,588353931;3,256098937;0,907407407;;
8;8;3,588353931;3,211798271;0,895061728;;
8;9;3,588353931;3,189647938;0,888888889;;
8;10;3,588353931;3,256098937;0,907407407;;
8;11;3,588353931;3,27824927;0,913580247;;
8;12;3,588353931;3,256098937;0,907407407;;
8;13;3,588353931;3,256098937;0,907407407;;
8;14;3,588353931;3,256098937;0,907407407;;
8;15;3,588353931;3,256098937;0,907407407;;
8;16;3,588353931;3,256098937;0,907407407;;
8;17;3,588353931;3,256098937;0,907407407;;
8;18;3,588353931;3,256098937;0,907407407;;
9;0;3,588353931;3,233948604;0,901234568;;
9;1;3,588353931;3,256098937;0,907407407;;
9;2;3,588353931;3,256098937;0,907407407;;
9;3;3,588353931;3,256098937;0,907407407;;
9;4;3,588353931;3,256098937;0,907407407;;
9;5;3,588353931;3,256098937;0,907407407;;
9;6;3,588353931;3,256098937;0,907407407;;
9;7;3,588353931;3,256098937;0,907407407;;
9;8;3,588353931;3,256098937;0,907407407;;
9;9;3,588353931;3,477602266;0,969135802;;
9;10;3,588353931;3,256098937;0,907407407;;
9;11;3,588353931;3,256098937;0,907407407;;
9;12;3,588353931;3,256098937;0,907407407;;
9;13;3,588353931;3,256098937;0,907407407;;
9;14;3,588353931;3,256098937;0,907407407;;
9;15;3,588353931;3,256098937;0,907407407;;
9;16;3,588353931;3,256098937;0,907407407;;
9;17;3,588353931;3,256098937;0,907407407;;
9;18;3,588353931;3,256098937;0,907407407;;
10;0;3,588353931;3,256098937;0,907407407;;
10;1;3,588353931;3,256098937;0,907407407;;
10;2;3,588353931;3,256098937;0,907407407;;
10;3;3,588353931;3,256098937;0,907407407;;
10;4;3,588353931;3,256098937;0,907407407;;
10;5;3,588353931;3,256098937;0,907407407;;
10;6;3,588353931;3,256098937;0,907407407;;
10;7;3,588353931;3,256098937;0,907407407;;
10;8;3,588353931;3,211798271;0,895061728;;
10;9;3,588353931;3,189647938;0,888888889;;
10;10;3,588353931;3,256098937;0,907407407;;
10;11;3,588353931;3,256098937;0,907407407;;
10;12;3,588353931;3,256098937;0,907407407;;
10;13;3,588353931;3,256098937;0,907407407;;
10;14;3,588353931;3,233948604;0,901234568;;
10;15;3,588353931;3,256098937;0,907407407;;
10;16;3,588353931;3,256098937;0,907407407;;
10;17;3,588353931;3,256098937;0,907407407;;
10;18;3,588353931;3,233948604;0,901234568;;
11;0;3,588353931;3,256098937;0,907407407;;
11;1;3,588353931;3,256098937;0,907407407;;
11;2;3,588353931;3,256098937;0,907407407;;
11;3;3,588353931;3,256098937;0,907407407;;
11;4;3,588353931;3,256098937;0,907407407;;
11;5;3,588353931;3,256098937;0,907407407;;
11;6;3,588353931;3,256098937;0,907407407;;
11;7;3,588353931;3,256098937;0,907407407;;
11;8;3,588353931;3,256098937;0,907407407;;
11;9;3,588353931;3,256098937;0,907407407;;
11;10;3,588353931;3,256098937;0,907407407;;
11;11;3,588353931;3,256098937;0,907407407;;
11;12;3,588353931;3,256098937;0,907407407;;
11;13;3,588353931;3,256098937;0,907407407;;
11;14;3,588353931;3,256098937;0,907407407;;
11;15;3,588353931;3,256098937;0,907407407;;
11;16;3,588353931;3,256098937;0,907407407;;
11;17;3,588353931;3,233948604;0,901234568;;
11;18;3,588353931;3,211798271;0,895061728;;
12;0;3,588353931;3,233948604;0,901234568;;
12;1;3,588353931;3,233948604;0,901234568;;
12;2;3,588353931;3,256098937;0,907407407;;
12;3;3,588353931;3,256098937;0,907407407;;
12;4;3,588353931;3,256098937;0,907407407;;
12;5;3,588353931;3,256098937;0,907407407;;
12;6;3,588353931;3,256098937;0,907407407;;
12;7;3,588353931;3,256098937;0,907407407;;
12;8;3,588353931;3,256098937;0,907407407;;
12;9;3,588353931;3,256098937;0,907407407;;
12;10;3,588353931;3,233948604;0,901234568;;
12;11;3,588353931;3,256098937;0,907407407;;
12;12;3,588353931;3,256098937;0,907407407;;
12;13;3,588353931;3,256098937;0,907407407;;
12;14;3,588353931;3,256098937;0,907407407;;
12;15;3,588353931;3,233948604;0,901234568;;
12;16;3,588353931;3,233948604;0,901234568;;
12;17;3,588353931;3,256098937;0,907407407;;
12;18;3,588353931;3,233948604;0,901234568;;
13;0;3,588353931;3,233948604;0,901234568;;
13;1;3,588353931;3,256098937;0,907407407;;
13;2;3,588353931;3,256098937;0,907407407;;
13;3;3,588353931;3,256098937;0,907407407;;
13;4;3,588353931;3,256098937;0,907407407;;
13;5;3,588353931;3,256098937;0,907407407;;
13;6;3,588353931;3,256098937;0,907407407;;
13;7;3,588353931;3,256098937;0,907407407;;
13;8;3,588353931;3,256098937;0,907407407;;
13;9;3,588353931;3,256098937;0,907407407;;
13;10;3,588353931;3,233948604;0,901234568;;
13;11;3,588353931;3,256098937;0,907407407;;
13;12;3,588353931;3,256098937;0,907407407;;
13;13;3,588353931;3,233948604;0,901234568;;
13;14;3,588353931;3,211798271;0,895061728;;
13;15;3,588353931;3,256098937;0,907407407;;
13;16;3,588353931;3,256098937;0,907407407;;
13;17;3,588353931;3,256098937;0,907407407;;
13;18;3,588353931;3,233948604;0,901234568;;
14;0;3,588353931;3,211798271;0,895061728;;
14;1;3,588353931;3,256098937;0,907407407;;
14;2;3,588353931;3,256098937;0,907407407;;
14;3;3,588353931;3,256098937;0,907407407;;
14;4;3,588353931;3,256098937;0,907407407;;
14;5;3,588353931;3,256098937;0,907407407;;
14;6;3,588353931;3,256098937;0,907407407;;
14;7;3,588353931;3,256098937;0,907407407;;
14;8;3,588353931;3,256098937;0,907407407;;
14;9;3,588353931;3,256098937;0,907407407;;
14;10;3,588353931;3,256098937;0,907407407;;
14;11;3,588353931;3,256098937;0,907407407;;
14;12;3,588353931;3,256098937;0,907407407;;
14;13;3,588353931;3,233948604;0,901234568;;
14;14;3,588353931;3,211798271;0,895061728;;
14;15;3,588353931;3,233948604;0,901234568;;
14;16;3,588353931;3,233948604;0,901234568;;
14;17;3,588353931;3,211798271;0,895061728;;
14;18;3,588353931;3,233948604;0,901234568;;
15;0;3,588353931;3,211798271;0,895061728;;
15;1;3,588353931;3,211798271;0,895061728;;
15;2;3,588353931;3,256098937;0,907407407;;
15;3;3,588353931;3,256098937;0,907407407;;
15;4;3,588353931;3,256098937;0,907407407;;
15;5;3,588353931;3,256098937;0,907407407;;
15;6;3,588353931;3,256098937;0,907407407;;
15;7;3,588353931;3,256098937;0,907407407;;
15;8;3,588353931;3,256098937;0,907407407;;
15;9;3,588353931;3,256098937;0,907407407;;
15;10;3,588353931;3,233948604;0,901234568;;
15;11;3,588353931;3,233948604;0,901234568;;
15;12;3,588353931;3,211798271;0,895061728;;
15;13;3,588353931;3,256098937;0,907407407;;
15;14;3,588353931;3,233948604;0,901234568;;
15;15;3,588353931;3,233948604;0,901234568;;
15;16;3,588353931;3,233948604;0,901234568;;
15;17;3,588353931;3,233948604;0,901234568;;
15;18;3,588353931;3,211798271;0,895061728;;
16;0;3,588353931;3,211798271;0,895061728;;
16;1;3,588353931;3,256098937;0,907407407;;
16;2;3,588353931;3,233948604;0,901234568;;
16;3;3,588353931;3,256098937;0,907407407;;
16;4;3,588353931;3,256098937;0,907407407;;
16;5;3,588353931;3,256098937;0,907407407;;
16;6;3,588353931;3,256098937;0,907407407;;
16;7;3,588353931;3,256098937;0,907407407;;
16;8;3,588353931;3,233948604;0,901234568;;
16;9;3,588353931;3,256098937;0,907407407;;
16;10;3,588353931;3,256098937;0,907407407;;
16;11;3,588353931;3,256098937;0,907407407;;
16;12;3,588353931;3,256098937;0,907407407;;
16;13;3,588353931;3,233948604;0,901234568;;
16;14;3,588353931;3,233948604;0,901234568;;
16;15;3,588353931;3,211798271;0,895061728;;
16;16;3,588353931;3,256098937;0,907407407;;
16;17;3,588353931;3,211798271;0,895061728;;
16;18;3,588353931;3,211798271;0,895061728;;
17;0;3,588353931;3,211798271;0,895061728;;
17;1;3,588353931;3,211798271;0,895061728;;
17;2;3,588353931;3,233948604;0,901234568;;
17;3;3,588353931;3,233948604;0,901234568;;
17;4;3,588353931;3,233948604;0,901234568;;
17;5;3,588353931;3,211798271;0,895061728;;
17;6;3,588353931;3,233948604;0,901234568;;
17;7;3,588353931;3,211798271;0,895061728;;
17;8;3,588353931;3,256098937;0,907407407;;
17;9;3,588353931;3,211798271;0,895061728;;
17;10;3,588353931;3,256098937;0,907407407;;
17;11;3,588353931;3,256098937;0,907407407;;
17;12;3,588353931;3,211798271;0,895061728;;
17;13;3,588353931;3,211798271;0,895061728;;
17;14;3,588353931;3,256098937;0,907407407;;
17;15;3,588353931;3,233948604;0,901234568;;
17;16;3,588353931;3,211798271;0,895061728;;
17;17;3,588353931;3,211798271;0,895061728;;
17;18;3,588353931;3,211798271;0,895061728;;
18;0;3,588353931;3,189647938;0,888888889;;
18;1;3,588353931;3,167497605;0,882716049;;
18;2;3,588353931;3,189647938;0,888888889;;
18;3;3,588353931;3,189647938;0,888888889;;
18;4;3,588353931;3,189647938;0,888888889;;
18;5;3,588353931;3,189647938;0,888888889;;
18;6;3,588353931;3,189647938;0,888888889;;
18;7;3,588353931;3,189647938;0,888888889;;
18;8;3,588353931;3,189647938;0,888888889;;
18;9;3,588353931;3,189647938;0,888888889;;
18;10;3,588353931;3,211798271;0,895061728;;
18;11;3,588353931;3,211798271;0,895061728;;
18;12;3,588353931;3,189647938;0,888888889;;
18;13;3,588353931;3,189647938;0,888888889;;
18;14;3,588353931;3,189647938;0,888888889;;
18;15;3,588353931;3,167497605;0,882716049;;
18;16;3,588353931;3,189647938;0,888888889;;
18;17;3,588353931;3,167497605;0,882716049;;
18;18;3,588353931;3,145347272;0,87654321;;
